config,model,num_speakers,instances_per_speaker,avg_inter_cluster_dist,avg_intra_cluster_spread,separation_score,overlap_score,silhouette_score
60s_60i,mfcc,60,60,0.53604555,0.31260923,1.7147409379295626,0.8508333333333333,-0.2647879421710968
60s_60i,high,60,60,0.29565686,0.23954675,1.234229354241282,0.9041666666666667,-0.44370976090431213
60s_60i,low,60,60,0.5079663,0.3618325,1.4038674713085255,0.8802777777777778,-0.34494322538375854
60s_60i,mid,60,60,0.30641264,0.3162236,0.9689715645334271,0.9077777777777778,-0.2653799057006836
40s_20i,mfcc,40,20,0.5623969,0.2962843,1.8981600046430116,0.77,-0.2371377944946289
40s_20i,high,40,20,0.36834905,0.23653269,1.5572794235368612,0.85,-0.4058663845062256
40s_20i,low,40,20,0.5272909,0.3467773,1.5205417862784345,0.82375,-0.3154549300670624
40s_20i,mid,40,20,0.3334598,0.30718374,1.085535016427955,0.85625,-0.26563793420791626
20s_5i,mfcc,20,5,0.6056082,0.26797533,2.259931778569803,0.59,-0.21310430765151978
20s_5i,high,20,5,0.4052014,0.15676053,2.5848268302133417,0.65,-0.23895156383514404
20s_5i,low,20,5,0.6048842,0.29129773,2.076508192781198,0.65,-0.22746141254901886
20s_5i,mid,20,5,0.36067313,0.30460432,1.1840670659464527,0.86,-0.2823009192943573
40s_80i,mfcc,40,80,0.5629162,0.3074059,1.831176331157985,0.79,-0.2321103811264038
40s_80i,high,40,80,0.3203443,0.2595676,1.23414123737239,0.86875,-0.4028034210205078
40s_80i,low,40,80,0.5237811,0.3507753,1.4932055518070886,0.8240625,-0.3076843321323395
40s_80i,mid,40,80,0.32127804,0.31513816,1.0194798844906483,0.866875,-0.24455150961875916
10s_5i,mfcc,10,5,0.6324132,0.29689276,2.130099345409644,0.44,-0.04768003523349762
10s_5i,high,10,5,0.49409214,0.1353812,3.6496091180995145,0.44,-0.02703174203634262
10s_5i,low,10,5,0.64294356,0.28552842,2.25175940861086,0.4,0.018632138147950172
10s_5i,mid,10,5,0.3139561,0.31457672,0.9980240063701111,0.62,-0.1963326632976532
80s_80i,mfcc,80,80,0.5251044,0.31767976,1.6529310708052212,0.88421875,-0.29390788078308105
80s_80i,high,80,80,0.29006687,0.25320092,1.1455950644388506,0.93140625,-0.4509246051311493
80s_80i,low,80,80,0.506511,0.36198893,1.399240499110293,0.9021875,-0.36732199788093567
80s_80i,mid,80,80,0.30199435,0.321505,0.9393116894223511,0.92203125,-0.2791438400745392
80s_20i,mfcc,80,20,0.53441447,0.30616775,1.7454899217803375,0.86625,-0.31438690423965454
80s_20i,high,80,20,0.33270904,0.24960545,1.332934498066894,0.9175,-0.4882831275463104
80s_20i,low,80,20,0.5164856,0.35373887,1.4600716784719157,0.883125,-0.38448822498321533
80s_20i,mid,80,20,0.3188465,0.30777568,1.0359670454689065,0.91875,-0.3078292906284332
10s_40i,mfcc,10,40,0.64829326,0.306479,2.115287268143414,0.47,0.024294143542647362
10s_40i,high,10,40,0.40866417,0.15510541,2.634734190811743,0.585,-0.12249937653541565
10s_40i,low,10,40,0.6023803,0.32725662,1.8406913668035436,0.515,-0.021695977076888084
10s_40i,mid,10,40,0.29404873,0.30786154,0.9551299410159112,0.65,-0.0850754827260971
80s_60i,mfcc,80,60,0.5291933,0.31636986,1.672699185522993,0.8797916666666666,-0.2960183322429657
80s_60i,high,80,60,0.2978943,0.24914876,1.1956435498684288,0.9254166666666667,-0.4604410231113434
80s_60i,low,80,60,0.51136005,0.3585692,1.4261085901506492,0.900625,-0.36856719851493835
80s_60i,mid,80,60,0.30383632,0.3201224,0.9491225084644248,0.9258333333333333,-0.2812533378601074
2s_10i,mfcc,2,10,1.1582258,0.15382543,7.529432745973511,0.0,0.7964131832122803
2s_10i,high,2,10,0.10719589,0.070845895,1.5130640823845916,0.25,0.22120848298072815
2s_10i,low,2,10,0.88539463,0.14610074,6.060123615975109,0.05,0.7443169951438904
2s_10i,mid,2,10,0.37790528,0.32525003,1.1618880343120188,0.2,0.1774297058582306
60s_1i,mfcc,60,1,0.7156712,0.0,715671.181678772,0.0,
60s_1i,high,60,1,0.34485367,0.0,344853.6694049835,0.0,
60s_1i,low,60,1,0.743962,0.0,743961.9898796082,0.0,
60s_1i,mid,60,1,0.51661754,0.0,516617.5365447998,0.0,
5s_60i,mfcc,5,60,0.73184025,0.30979553,2.3623255433647072,0.37666666666666665,0.09162697196006775
5s_60i,high,5,60,0.37863696,0.15761001,2.402350866293591,0.5033333333333333,-0.07478627562522888
5s_60i,low,5,60,0.5666828,0.34839058,1.6265686352539643,0.41333333333333333,0.08354498445987701
5s_60i,mid,5,60,0.2355052,0.33373168,0.7056701569941878,0.6066666666666667,-0.06295444816350937
5s_20i,mfcc,5,20,0.72816104,0.2983039,2.440995879457702,0.31,0.1374341994524002
5s_20i,high,5,20,0.4147388,0.13009457,3.187954784712296,0.45,-0.010873401537537575
5s_20i,low,5,20,0.579287,0.32624522,1.7756128950274983,0.44,0.06890427321195602
5s_20i,mid,5,20,0.23564176,0.33095258,0.7120084914532065,0.58,-0.06364461779594421
5s_80i,mfcc,5,80,0.7328621,0.3097452,2.3660084694684493,0.365,0.09925425797700882
5s_80i,high,5,80,0.35436326,0.1690625,2.0960365344857514,0.5025,-0.09965456277132034
5s_80i,low,5,80,0.561319,0.35144463,1.5971716326921555,0.415,0.08474492281675339
5s_80i,mid,5,80,0.23066172,0.34101397,0.6763976414185794,0.615,-0.06558839976787567
2s_60i,mfcc,2,60,1.1310588,0.20273137,5.579073568644888,0.008333333333333333,0.7448402047157288
2s_60i,high,2,60,0.13845861,0.10653127,1.2996870317143854,0.3333333333333333,0.17182272672653198
2s_60i,low,2,60,0.81714785,0.22966018,3.5580581778577742,0.058333333333333334,0.6136611700057983
2s_60i,mid,2,60,0.2558572,0.34374347,0.744323819902035,0.3,0.10024426132440567
20s_40i,mfcc,20,40,0.5900636,0.29675657,1.9883690944657413,0.66625,-0.1475587785243988
20s_40i,high,20,40,0.30670723,0.19761702,1.5520205429545868,0.74,-0.3127550780773163
20s_40i,low,20,40,0.5675108,0.33058652,1.7166733300622297,0.69875,-0.18136447668075562
20s_40i,mid,20,40,0.32947174,0.31220254,1.0553106923742028,0.7675,-0.16700297594070435
80s_10i,mfcc,80,10,0.5459906,0.29509485,1.8502143983892514,0.84875,-0.3435332477092743
80s_10i,high,80,10,0.34818208,0.24527828,1.4195331809676197,0.92125,-0.4897085428237915
80s_10i,low,80,10,0.5383775,0.33493027,1.6074268668884215,0.87,-0.405691921710968
80s_10i,mid,80,10,0.33313367,0.30149007,1.1049536871389147,0.90625,-0.33595481514930725
2s_80i,mfcc,2,80,1.1328074,0.20492226,5.527959004439393,0.00625,0.7450731992721558
2s_80i,high,2,80,0.13325238,0.1006711,1.3236277519511706,0.275,0.18156400322914124
2s_80i,low,2,80,0.787056,0.23753019,3.3134850186946294,0.0875,0.5813426971435547
2s_80i,mid,2,80,0.28559542,0.34800816,0.8206548944021547,0.2875,0.11703920364379883
2s_20i,mfcc,2,20,1.1294,0.18018351,6.268019286640974,0.0,0.7731080055236816
2s_20i,high,2,20,0.13610145,0.09929072,1.3707230871143958,0.3,0.19921128451824188
2s_20i,low,2,20,0.8884054,0.18685174,4.754575090456174,0.025,0.7132759094238281
2s_20i,mid,2,20,0.31375325,0.3284669,0.9552021816168144,0.225,0.13354429602622986
40s_40i,mfcc,40,40,0.56360525,0.29889947,1.8855950464373885,0.775,-0.231734499335289
40s_40i,high,40,40,0.349696,0.24183723,1.4459914198520725,0.85,-0.39632323384284973
40s_40i,low,40,40,0.5281623,0.34787458,1.51825057060021,0.820625,-0.30352091789245605
40s_40i,mid,40,40,0.3184311,0.3134532,1.0158776361929838,0.87375,-0.2553020119667053
60s_5i,mfcc,60,5,0.5924372,0.26415902,2.2427209055415287,0.7566666666666667,-0.3168729245662689
60s_5i,high,60,5,0.367526,0.1949782,1.8849496814209885,0.8533333333333334,-0.46926137804985046
60s_5i,low,60,5,0.5631397,0.31940785,1.7630684815379456,0.8166666666666667,-0.44099679589271545
60s_5i,mid,60,5,0.35538292,0.2901536,1.224805424761768,0.8666666666666667,-0.35934212803840637
10s_1i,mfcc,10,1,0.8240774,0.0,824077.4273872375,0.0,
10s_1i,high,10,1,0.49566647,0.0,495666.4741039276,0.0,
10s_1i,low,10,1,0.7874805,0.0,787480.4735183716,0.0,
10s_1i,mid,10,1,0.49849993,0.0,498499.92990493774,0.0,
5s_10i,mfcc,5,10,0.7211444,0.2997412,2.4058819799381195,0.38,0.0830993726849556
5s_10i,high,5,10,0.39146537,0.103335835,3.788246134465164,0.42,0.0064462218433618546
5s_10i,low,5,10,0.6375496,0.29513234,2.160208607073049,0.36,0.10689893364906311
5s_10i,mid,5,10,0.25019175,0.3149591,0.7943601145936936,0.58,-0.09988052397966385
60s_40i,mfcc,60,40,0.53607136,0.30640373,1.7495531694819317,0.8370833333333333,-0.272672563791275
60s_40i,high,60,40,0.30712387,0.23176649,1.3251378216898755,0.895,-0.4424930214881897
60s_40i,low,60,40,0.5095158,0.36014417,1.4147512364730592,0.8754166666666666,-0.3442346751689911
60s_40i,mid,60,40,0.30295584,0.31717986,0.9551516989837503,0.9108333333333334,-0.2761535048484802
10s_60i,mfcc,10,60,0.57852185,0.3146099,1.8388487967546512,0.5883333333333334,-0.10188809782266617
10s_60i,high,10,60,0.3784325,0.19598019,1.9309634251467998,0.6683333333333333,-0.253361314535141
10s_60i,low,10,60,0.47332522,0.3892856,1.2158785577320685,0.6466666666666666,-0.08870123326778412
10s_60i,mid,10,60,0.25142205,0.31180656,0.8063372420081033,0.7033333333333334,-0.11116281151771545
20s_1i,mfcc,20,1,0.72281826,0.0,722818.2554244995,0.0,
20s_1i,high,20,1,0.2596468,0.0,259646.80314064026,0.0,
20s_1i,low,20,1,0.76463556,0.0,764635.5628967285,0.0,
20s_1i,mid,20,1,0.54391474,0.0,543914.7353172302,0.0,
10s_80i,mfcc,10,80,0.5712027,0.31726518,1.8003894724873968,0.58,-0.09863292425870895
10s_80i,high,10,80,0.36580735,0.20026895,1.8265713207268408,0.67,-0.256178617477417
10s_80i,low,10,80,0.4719827,0.39262748,1.2021101743348688,0.63625,-0.08931281417608261
10s_80i,mid,10,80,0.23095664,0.32145646,0.7184672033394508,0.73,-0.11085809767246246
10s_20i,mfcc,10,20,0.5919161,0.3001744,1.9719008061896912,0.555,-0.09375201910734177
10s_20i,high,10,20,0.41748467,0.1655806,2.5213228379030395,0.615,-0.18684203922748566
10s_20i,low,10,20,0.475014,0.38336256,1.239069251435052,0.63,-0.09629454463720322
10s_20i,mid,10,20,0.27752116,0.2998854,0.9254209942618719,0.68,-0.11683616042137146
2s_5i,mfcc,2,5,1.0416304,0.30582792,3.4059251232977594,0.0,0.5649529099464417
2s_5i,high,2,5,0.9973965,0.06458346,15.443290220416447,0.0,0.9013978242874146
2s_5i,low,2,5,0.57835025,0.36852103,1.5693776530780894,0.1,0.2562742531299591
2s_5i,mid,2,5,0.22118503,0.30693918,0.7206128086289006,0.3,0.05760277435183525
20s_10i,mfcc,20,10,0.54909635,0.28787428,1.9074105397966168,0.765,-0.22234730422496796
20s_10i,high,20,10,0.27600077,0.13460563,2.050424748168671,0.755,-0.3263012766838074
20s_10i,low,20,10,0.48670244,0.37361524,1.3026801205563647,0.785,-0.26122310757637024
20s_10i,mid,20,10,0.2553333,0.30086005,0.8486751829868134,0.775,-0.23399439454078674
80s_40i,mfcc,80,40,0.55201066,0.3080652,1.791857220909172,0.8778125,-0.3009098470211029
80s_40i,high,80,40,0.27144,0.1864945,1.4554774788121465,0.9346875,-0.4352084994316101
80s_40i,low,80,40,0.51379925,0.34606713,1.4846765845964713,0.9175,-0.3573005795478821
80s_40i,mid,80,40,0.29549196,0.3099395,0.9533828593755518,0.9209375,-0.2897062599658966
5s_40i,mfcc,5,40,0.63912404,0.29110384,2.1955115418600157,0.35,0.07933364063501358
5s_40i,high,5,40,0.5782372,0.22937009,2.520968019698345,0.41,0.04227442666888237
5s_40i,low,5,40,0.60575163,0.33470395,1.8098078020371988,0.365,0.16584178805351257
5s_40i,mid,5,40,0.21045384,0.29551768,0.7121507038158845,0.56,-0.049065396189689636
40s_5i,mfcc,40,5,0.5714705,0.2631577,2.171581288179558,0.765,-0.30191490054130554
40s_5i,high,40,5,0.31746095,0.15655395,2.0277924544016908,0.82,-0.41806328296661377
40s_5i,low,40,5,0.5476929,0.31120843,1.7598852974959698,0.85,-0.3922552466392517
40s_5i,mid,40,5,0.2955986,0.2893337,1.0216493050304196,0.84,-0.340403288602829
60s_10i,mfcc,60,10,0.54288626,0.28607166,1.8977215813349853,0.8416666666666667,-0.30807045102119446
60s_10i,high,60,10,0.3235204,0.18590221,1.7402625565405196,0.88,-0.4516087472438812
60s_10i,low,60,10,0.5279569,0.33581576,1.5721577055614733,0.8883333333333333,-0.3719866871833801
60s_10i,mid,60,10,0.30672282,0.30176184,1.0164366959842863,0.88,-0.311531662940979
80s_5i,mfcc,80,5,0.6122792,0.25146836,2.434806274925807,0.815,-0.35326826572418213
80s_5i,high,80,5,0.3035353,0.15842064,1.9159965626114095,0.9025,-0.5099613070487976
80s_5i,low,80,5,0.5873972,0.28677806,2.0482569838324913,0.8675,-0.4439491629600525
80s_5i,mid,80,5,0.33532315,0.28054994,1.1952308939196714,0.89,-0.4037002623081207
5s_5i,mfcc,5,5,0.7006479,0.21102051,3.3202675692231294,0.24,0.11664857715368271
5s_5i,high,5,5,0.6754993,0.13994452,4.826873363178554,0.28,0.21806056797504425
5s_5i,low,5,5,0.6690042,0.3047312,2.195384089353402,0.32,0.15982981026172638
5s_5i,mid,5,5,0.2611454,0.24740665,1.0555268460812497,0.52,-0.07770617306232452
40s_10i,mfcc,40,10,0.52433294,0.2926392,1.7917324683705618,0.81,-0.28316256403923035
40s_10i,high,40,10,0.3052444,0.16442099,1.8564693337595235,0.845,-0.41087818145751953
40s_10i,low,40,10,0.5091324,0.34197575,1.4887924030773299,0.8525,-0.3355581760406494
40s_10i,mid,40,10,0.27512637,0.3045057,0.9035149720409844,0.85,-0.27892398834228516
80s_1i,mfcc,80,1,0.73257655,0.0,732576.5490531921,0.0,
80s_1i,high,80,1,0.34136698,0.0,341366.9764995575,0.0,
80s_1i,low,80,1,0.7250955,0.0,725095.5104827881,0.0,
80s_1i,mid,80,1,0.53175,0.0,531750.0233650208,0.0,
5s_1i,mfcc,5,1,0.72924,0.0,729240.0002479553,0.0,
5s_1i,high,5,1,0.7314395,0.0,731439.471244812,0.0,
5s_1i,low,5,1,0.8165987,0.0,816598.7133979797,0.0,
5s_1i,mid,5,1,0.40330133,0.0,403301.32842063904,0.0,
20s_60i,mfcc,20,60,0.5200118,0.32948554,1.5782489614183224,0.7541666666666667,-0.19608353078365326
20s_60i,high,20,60,0.2643479,0.1756416,1.505033041093908,0.7983333333333333,-0.3552248179912567
20s_60i,low,20,60,0.45015,0.38700053,1.1631737266140678,0.79,-0.22103942930698395
20s_60i,mid,20,60,0.24703342,0.31770796,0.7775462815452703,0.8325,-0.1761370450258255
2s_40i,mfcc,2,40,0.96544516,0.35195005,2.74312340454945,0.05,0.5343823432922363
2s_40i,high,2,40,0.9277535,0.14781883,6.276245112459223,0.025,0.7736120820045471
2s_40i,low,2,40,0.6796713,0.36337313,1.8704448951534312,0.1,0.3855583965778351
2s_40i,mid,2,40,0.10266825,0.32555467,0.3153631096728027,0.425,0.020423132926225662
20s_80i,mfcc,20,80,0.5212773,0.33094868,1.575095366332259,0.7475,-0.19393490254878998
20s_80i,high,20,80,0.25817746,0.18177904,1.4202739561552238,0.80375,-0.36030879616737366
20s_80i,low,20,80,0.45187572,0.38812524,1.1642493316432605,0.795625,-0.22308941185474396
20s_80i,mid,20,80,0.23832439,0.32060343,0.7433596243822808,0.838125,-0.1549006700515747
10s_10i,mfcc,10,10,0.60821354,0.2760803,2.203023243886134,0.54,-0.1269758641719818
10s_10i,high,10,10,0.40739602,0.18240198,2.2334942526371218,0.65,-0.24473516643047333
10s_10i,low,10,10,0.5026529,0.37707502,1.3330279878237101,0.65,-0.11983810365200043
10s_10i,mid,10,10,0.2823786,0.28998587,0.9737634620229642,0.62,-0.12030274420976639
20s_20i,mfcc,20,20,0.52655417,0.3220731,1.6348851522217431,0.74,-0.22243717312812805
20s_20i,high,20,20,0.28148875,0.14037694,2.0052206611915393,0.7825,-0.3071311116218567
20s_20i,low,20,20,0.46450493,0.38174537,1.2167893817446622,0.7575,-0.24561351537704468
20s_20i,mid,20,20,0.25129977,0.3092023,0.8127331040026117,0.82,-0.21450123190879822
40s_1i,mfcc,40,1,0.7199734,0.0,719973.3853340149,0.0,
40s_1i,high,40,1,0.33601832,0.0,336018.32389831543,0.0,
40s_1i,low,40,1,0.7390392,0.0,739039.1826629639,0.0,
40s_1i,mid,40,1,0.5364086,0.0,536408.6031913757,0.0,
2s_1i,mfcc,2,1,0.78794837,0.0,787948.3699798584,0.0,
2s_1i,high,2,1,1.0225537,0.0,1022553.6823272705,0.0,
2s_1i,low,2,1,0.61778,0.0,617780.0297737122,0.0,
2s_1i,mid,2,1,0.2673253,0.0,267325.3118991852,0.0,
60s_80i,mfcc,60,80,0.512602,0.31690156,1.6175380981103673,0.875625,-0.28436756134033203
60s_80i,high,60,80,0.2826581,0.20111068,1.4054783185496615,0.9189583333333333,-0.40345582365989685
60s_80i,low,60,80,0.47677693,0.36796564,1.2957069409197661,0.9041666666666667,-0.32621362805366516
60s_80i,mid,60,80,0.29147813,0.31438673,0.9271294763382919,0.9022916666666667,-0.257061630487442
60s_20i,mfcc,60,20,0.5283563,0.30982482,1.7053333589689503,0.8633333333333333,-0.3062981069087982
60s_20i,high,60,20,0.30198243,0.18791287,1.6070258053410214,0.9016666666666666,-0.4320560097694397
60s_20i,low,60,20,0.5053979,0.35079968,1.4406982226814449,0.8966666666666666,-0.36201363801956177
60s_20i,mid,60,20,0.30529702,0.30429745,1.0032815477767192,0.895,-0.28446221351623535
40s_60i,mfcc,40,60,0.4956906,0.31845388,1.5565489743552745,0.8375,-0.2510245740413666
40s_60i,high,40,60,0.28038317,0.18092766,1.5496890508553676,0.8779166666666667,-0.39065566658973694
40s_60i,low,40,60,0.46698856,0.36360347,1.2843311856355955,0.8658333333333333,-0.29154953360557556
40s_60i,mid,40,60,0.26548377,0.31621045,0.8395767068221768,0.8891666666666667,-0.21471384167671204
60s_60i,mfcc,60,60,0.51343685,0.3159046,1.625285763183504,0.8725,-0.28871065378189087
60s_60i,high,60,60,0.28545734,0.19773525,1.443626764786881,0.9147222222222222,-0.41070714592933655
60s_60i,low,60,60,0.48207745,0.36494312,1.32096238090035,0.9,-0.32941266894340515
60s_60i,mid,60,60,0.29730704,0.31100836,0.9559424207684449,0.9005555555555556,-0.2688520848751068
40s_20i,mfcc,40,20,0.5132841,0.31471786,1.6309289146620183,0.8325,-0.2757773995399475
40s_20i,high,40,20,0.293858,0.16566005,1.773850796562258,0.865,-0.4014382064342499
40s_20i,low,40,20,0.4944728,0.35067472,1.4100571423464339,0.85625,-0.31707167625427246
40s_20i,mid,40,20,0.2690143,0.30947745,0.8692505092083752,0.8725,-0.25740936398506165
20s_5i,mfcc,20,5,0.5810672,0.27048415,2.1482406913798924,0.67,-0.2358241081237793
20s_5i,high,20,5,0.3003157,0.13203596,2.2744822169871703,0.73,-0.32893994450569153
20s_5i,low,20,5,0.5359216,0.33690423,1.5907190792024886,0.74,-0.31133833527565
20s_5i,mid,20,5,0.265146,0.29657632,0.8940197661320262,0.79,-0.27693331241607666
40s_80i,mfcc,40,80,0.49502555,0.31854373,1.5540220740496788,0.841875,-0.24702705442905426
40s_80i,high,40,80,0.27779406,0.1827598,1.5199870715733739,0.8834375,-0.3783400058746338
40s_80i,low,40,80,0.46342915,0.36593848,1.266409262681962,0.87,-0.28729248046875
40s_80i,mid,40,80,0.25973383,0.31922117,0.8136459536434869,0.8896875,-0.19981752336025238
10s_5i,mfcc,10,5,0.6393991,0.24750464,2.5833719180593144,0.48,-0.10421273112297058
10s_5i,high,10,5,0.43268493,0.16696616,2.5914373862010733,0.58,-0.22827760875225067
10s_5i,low,10,5,0.55744696,0.34862512,1.5989821733287408,0.6,-0.146819606423378
10s_5i,mid,10,5,0.30532783,0.2797268,1.0915176435584732,0.58,-0.1640503853559494
80s_80i,mfcc,80,80,0.5428184,0.31307822,1.7338053257195938,0.8928125,-0.29924675822257996
80s_80i,high,80,80,0.2670773,0.19644701,1.3595316665959423,0.93515625,-0.42222076654434204
80s_80i,low,80,80,0.49821627,0.35703093,1.3954389849755442,0.92,-0.35274219512939453
80s_80i,mid,80,80,0.2887858,0.31632137,0.9129477080951139,0.92234375,-0.2674978971481323
80s_20i,mfcc,80,20,0.56269914,0.30147213,1.8664984965689186,0.8625,-0.32320037484169006
80s_20i,high,80,20,0.28015292,0.17739506,1.5792510604147498,0.92875,-0.4440477788448334
80s_20i,low,80,20,0.52682453,0.33573264,1.5691741100654264,0.91,-0.3864281177520752
80s_20i,mid,80,20,0.30852666,0.3020545,1.0214237796305952,0.915,-0.3098519444465637
10s_40i,mfcc,10,40,0.5815359,0.30810672,1.8874433751694533,0.59,-0.09646136313676834
10s_40i,high,10,40,0.38892546,0.17514132,2.220625282211687,0.6425,-0.2322503626346588
10s_40i,low,10,40,0.4740962,0.3862168,1.2275359181258463,0.6175,-0.08751413226127625
10s_40i,mid,10,40,0.26370773,0.30327183,0.8695395730721496,0.6825,-0.11137057095766068
80s_60i,mfcc,80,60,0.5456055,0.31222612,1.7474634699005331,0.8914583333333334,-0.30195292830467224
80s_60i,high,80,60,0.27058908,0.19168805,1.4116043106172689,0.9320833333333334,-0.43490082025527954
80s_60i,low,80,60,0.504073,0.35294637,1.4281818351452942,0.9177083333333333,-0.3538970351219177
80s_60i,mid,80,60,0.29338413,0.31353387,0.93573047411137,0.91875,-0.2800762355327606
2s_10i,mfcc,2,10,0.89767,0.35596973,2.5217522195021074,0.0,0.47801274061203003
2s_10i,high,2,10,0.9090547,0.14266975,6.37169624668093,0.05,0.7559065818786621
2s_10i,low,2,10,0.5307869,0.38763106,1.369305917833192,0.15,0.2447734773159027
2s_10i,mid,2,10,0.20529932,0.30119893,0.681604800322056,0.3,0.07654225826263428
60s_1i,mfcc,60,1,0.7114114,0.0,711411.4165306091,0.0,
60s_1i,high,60,1,0.39112464,0.0,391124.6359348297,0.0,
60s_1i,low,60,1,0.7272986,0.0,727298.6173629761,0.0,
60s_1i,mid,60,1,0.5327105,0.0,532710.4926109314,0.0,
5s_60i,mfcc,5,60,0.62157476,0.3103359,2.0029031376901854,0.37333333333333335,0.0753890722990036
5s_60i,high,5,60,0.53981364,0.24917488,2.1663960495037626,0.48,-0.002093874616548419
5s_60i,low,5,60,0.5973955,0.34131446,1.7502736947943958,0.36,0.15976424515247345
5s_60i,mid,5,60,0.21085146,0.30672196,0.6874329321897934,0.5633333333333334,-0.05505445972084999
5s_20i,mfcc,5,20,0.6594012,0.2713893,2.4297153021829816,0.32,0.10554102063179016
5s_20i,high,5,20,0.6099549,0.21617886,2.8215157583318318,0.39,0.13673797249794006
5s_20i,low,5,20,0.6407791,0.31368056,2.0427693589609084,0.36,0.1782189905643463
5s_20i,mid,5,20,0.21983798,0.2807364,0.7830733947013548,0.6,-0.03557996824383736
5s_80i,mfcc,5,80,0.6116077,0.32066163,1.9073244137002119,0.3875,0.06636075675487518
5s_80i,high,5,80,0.51193404,0.27228227,1.8801523763514327,0.4875,-0.03228981792926788
5s_80i,low,5,80,0.5973941,0.33958292,1.7591943359428892,0.3425,0.16301840543746948
5s_80i,mid,5,80,0.19323802,0.31996208,0.6039384836222625,0.61,-0.06386850774288177
2s_60i,mfcc,2,60,0.967997,0.34543857,2.8022180988917134,0.058333333333333334,0.5365533232688904
2s_60i,high,2,60,0.85887855,0.18403086,4.667010102609172,0.06666666666666667,0.6963698267936707
2s_60i,low,2,60,0.6351254,0.36968613,1.718007884910289,0.11666666666666667,0.35429203510284424
2s_60i,mid,2,60,0.13316576,0.32530534,0.40935495057890015,0.375,0.03610297664999962
20s_40i,mfcc,20,40,0.5175835,0.32656318,1.5849365053499473,0.76,-0.19985255599021912
20s_40i,high,20,40,0.264243,0.16026987,1.64872758520429,0.7825,-0.3532961308956146
20s_40i,low,20,40,0.45862114,0.3806473,1.2048422185990755,0.77625,-0.22398698329925537
20s_40i,mid,20,40,0.24988925,0.31343135,0.7972669466790947,0.82375,-0.1897730976343155
80s_10i,mfcc,80,10,0.58012,0.27857423,2.0824537437627,0.8525,-0.3277834355831146
80s_10i,high,80,10,0.2981026,0.1746889,1.7064671633234494,0.91,-0.4641225337982178
80s_10i,low,80,10,0.5538409,0.31556517,1.7550705059121128,0.88875,-0.4043619632720947
80s_10i,mid,80,10,0.31660786,0.29478782,1.0740158268200208,0.9075,-0.342976450920105
2s_80i,mfcc,2,80,0.97062236,0.33689088,2.881109427113757,0.05625,0.5451547503471375
2s_80i,high,2,80,0.79984933,0.21278076,3.7590126903775234,0.08125,0.6301180124282837
2s_80i,low,2,80,0.62849265,0.36620784,1.716213777641144,0.13125,0.3520515561103821
2s_80i,mid,2,80,0.18227655,0.32891947,0.5541660170411412,0.35,0.05934874340891838
2s_20i,mfcc,2,20,0.95053995,0.3355213,2.8330156195793563,0.0,0.5437850952148438
2s_20i,high,2,20,0.95069534,0.11876899,8.004508003631537,0.025,0.8118969202041626
2s_20i,low,2,20,0.61668414,0.3705489,1.6642404497053056,0.15,0.3157178461551666
2s_20i,mid,2,20,0.1240876,0.3265087,0.38004261918701593,0.3,0.028838926926255226
40s_40i,mfcc,40,40,0.49300256,0.31956846,1.5427086527300091,0.8375,-0.2512678802013397
40s_40i,high,40,40,0.2829664,0.17674068,1.6010168698960612,0.87375,-0.4057091772556305
40s_40i,low,40,40,0.4748466,0.35947546,1.3209393368701319,0.8725,-0.2957914471626282
40s_40i,mid,40,40,0.26442158,0.3136049,0.8431652260284406,0.880625,-0.2294721156358719
60s_5i,mfcc,60,5,0.591839,0.2536273,2.333489657390083,0.7866666666666666,-0.3237029016017914
60s_5i,high,60,5,0.3360537,0.17006525,1.976016354827971,0.8733333333333333,-0.4719002842903137
60s_5i,low,60,5,0.56946146,0.3028075,1.8805992773174551,0.8466666666666667,-0.4265015423297882
60s_5i,mid,60,5,0.32671162,0.28557125,1.144059438215097,0.8666666666666667,-0.3733353316783905
10s_1i,mfcc,10,1,0.7095643,0.0,709564.3281936646,0.0,
10s_1i,high,10,1,0.43349767,0.0,433497.66731262207,0.0,
10s_1i,low,10,1,0.79794204,0.0,797942.042350769,0.0,
10s_1i,mid,10,1,0.56540275,0.0,565402.7462005615,0.0,
5s_10i,mfcc,5,10,0.6418285,0.24178746,2.6545041408790255,0.28,0.06826255470514297
5s_10i,high,5,10,0.621601,0.195691,3.176425053477455,0.4,0.15177850425243378
5s_10i,low,5,10,0.63916874,0.3178634,2.0108220038663855,0.3,0.16930334270000458
5s_10i,mid,5,10,0.23740177,0.2553628,0.9296609796418248,0.52,-0.04106443375349045
60s_40i,mfcc,60,40,0.51583487,0.31235084,1.6514545551709232,0.865,-0.2852851450443268
60s_40i,high,60,40,0.28784147,0.19459249,1.4791937175160705,0.9133333333333333,-0.42808660864830017
60s_40i,low,60,40,0.49139088,0.35857204,1.3704066802288257,0.9016666666666666,-0.33323150873184204
60s_40i,mid,60,40,0.29605177,0.31042892,0.9536831144389735,0.9,-0.27840155363082886
